Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,4.241429732766482,0.132240099009901,3.425785998000374,0.35118811881188117
2,2.8484803366425013,0.40110148514851485,2.2051335818405393,0.5133663366336634
3,2.069618864201083,0.5321163366336633,1.6702683760395534,0.6066336633663366
4,1.6687815919725022,0.6037871287128713,1.4054883013043222,0.6577227722772278
5,1.4257319289858978,0.650210396039604,1.2367883296329765,0.685940594059406
6,1.258747021207715,0.6833044554455445,1.1271205648214002,0.7069306930693069
7,1.1356024068062849,0.7096163366336634,1.0528502820790568,0.7211881188118812
8,1.0368885959020935,0.7318316831683168,0.9999188586503645,0.7344554455445544
9,0.9610054201654868,0.7496658415841584,0.9634634249761135,0.7453465346534653
10,0.8911165251472208,0.7665841584158416,0.9244742402924767,0.7554455445544555
11,0.8326467306956207,0.780519801980198,0.9004005170132541,0.7614851485148515
12,0.7779844181431402,0.791930693069307,0.8895010243676886,0.7638613861386139
13,0.730685226893661,0.805990099009901,0.8647344331198101,0.7692079207920792
14,0.6866508841337544,0.8144925742574257,0.8527025642651546,0.772970297029703
15,0.6406387432731024,0.8274876237623763,0.8373484850118432,0.7764356435643565
16,0.605520492862947,0.8358663366336634,0.8295337656347812,0.7817821782178218
17,0.5678246991056026,0.846039603960396,0.8210133346670037,0.781980198019802
18,0.5392444569079002,0.8524381188118811,0.8213436076346832,0.7832673267326733
19,0.4974978946783755,0.8647524752475247,0.8202267371683936,0.7854455445544555
20,0.4713688948632467,0.8716955445544554,0.811022927017906,0.7862376237623763
